gene	hap1_time1_n_observed	hap1_time2_n_observed	torin_time1_n_observed	torin_time2_n_observed
CAB39/CAB39L	24	24	24	24
CALB1/CALB2	24	24	24	24
CAMKK1/CAMKK2	24	24	24	24
CAND1/CAND2	24	24	24	24
CANX/CLGN	24	24	24	24
CAPRIN1/CAPRIN2	24	24	24	24
CASKIN1/CASKIN2	24	24	24	24
CASP3/CASP7	24	24	24	24
CBX1/CBX5	24	24	24	24
CC2D1A/CC2D1B	24	24	24	24
CCDC102A/CCDC102B	24	24	24	24
CCNA1/CCNA2	24	24	24	24
CCNB1/CCNB2	24	24	24	24
CCND1/CCND2	24	24	24	24
CCNE1/CCNE2	24	24	24	24
CCNG1/CCNG2	24	24	24	24
CCNJ/CCNJL	24	24	24	24
CCNL1/CCNL2	24	24	24	24
CCNT1/CCNT2	24	24	24	24
CCNY/CCNYL1	24	24	24	24
CD151/TSPAN11	24	24	24	24
CDC34/UBE2R2	24	24	24	24
CDK2/CDK3	24	24	24	24
CDK12/CDK13	24	24	24	24
CDK14/CDK15	24	24	24	24
CDKL2/CDKL3	24	24	24	24
CEP85/CEP85L	24	24	24	24
CERS5/CERS6	24	24	24	24
CHCHD3/CHCHD6	24	24	24	24
CHD1/CHD2	24	24	24	24
CHD3/CHD5	24	24	24	24
CHIC1/CHIC2	24	24	24	24
CHMP4A/CHMP4C	24	24	24	24
CHPF/CHPF2	24	24	24	24
CHSY1/CHSY3	24	24	24	24
CLCN3/CLCN4	24	24	24	24
CLIP1/CLIP2	24	24	24	24
CLOCK/NPAS2	24	24	24	24
CLTC/CLTCL1	24	24	24	24
CNKSR1/CNKSR3	24	24	24	24
CNOT7/CNOT8	24	24	24	24
COMP/THBS3	24	24	24	24
COPG1/COPG2	24	24	24	24
COPZ1/COPZ2	24	24	24	24
COQ10A/COQ10B	24	24	24	24
CORO2A/CORO2B	24	24	24	24
CRABP1/CRABP2	24	24	24	24
CRELD1/CRELD2	24	24	24	24
CSAD/GADL1	24	24	24	24
CSNK1D/CSNK1E	24	24	24	24
CSNK2A1/CSNK2A2	24	24	24	24
CTBP1/CTBP2	24	24	24	24
RAVER1/RAVER2	24	24	24	24
CTPS1/CTPS2	24	24	24	24
CUL4A/CUL4B	24	24	24	24
CUX1/CUX2	24	24	24	24
CYB5A/CYB5B	24	24	24	24
DAAM1/DAAM2	24	24	24	24
DAB1/DAB2	24	24	24	24
DACH1/DACH2	24	24	24	24
DCHS1/DCHS2	24	24	24	24
DDHD2/SEC23IP	24	24	24	24
DDR1/DDR2	24	24	24	24
DENND6A/DENND6B	24	24	24	24
DHX32/DQX1	24	24	24	24
DHX58/IFIH1	24	24	24	24
DIP2A/DIP2C	24	24	24	24
DLG1/DLG4	24	24	24	24
DLG2/DLG3	24	24	24	24
DMRTA1/DMRTA2	24	24	24	24
DNAH11/DNAH17	24	24	24	24
DNAJA1/DNAJA4	24	24	24	24
DOCK3/DOCK4	24	24	24	24
DOK1/DOK3	24	24	24	24
DOPEY1/DOPEY2	24	24	24	24
DST/MACF1	24	24	24	24
DUSP15/DUSP22	24	24	24	24
DVL1/DVL3	24	24	24	24
DYNLL1/DYNLL2	24	24	24	24
DYRK2/DYRK3	24	24	24	24
E2F7/E2F8	24	24	24	24
EBF1/EBF3	24	24	24	24
EEF1A1/EEF1A2	24	24	24	24
EFHD1/EFHD2	24	24	24	24
EGR2/EGR3	24	24	24	24
EHBP1/EHBP1L1	24	24	24	24
EIF1/EIF1B	24	24	24	24
EIF4A1/EIF4A2	24	24	24	24
EIF4G1/EIF4G3	24	24	24	24
ELAVL1/ELAVL2	24	24	24	24
ELK3/ELK4	24	24	24	24
ELMO2/ELMO3	24	24	24	24
ELMOD1/ELMOD2	24	24	24	24
ELOVL1/ELOVL7	24	24	24	24
EMC8/EMC9	24	24	24	24
EME1/EME2	24	24	24	24
EMX1/EMX2	24	24	24	24
EN1/EN2	24	24	24	24
ENOX1/ENOX2	24	24	24	24
ENTPD5/ENTPD6	24	24	24	24
EP400/SRCAP	24	24	24	24
EPC1/EPC2	24	24	24	24
EPS15/EPS15L1	24	24	24	24
ERC1/ERC2	24	24	24	24
ERLIN1/ERLIN2	24	24	24	24
ESRP1/ESRP2	24	24	24	24
ESYT2/ESYT3	24	24	24	24
ETS1/ETS2	24	24	24	24
ETV1/ETV4	24	24	24	24
EXOC6/EXOC6B	24	24	24	24
EXT1/EXTL1	24	24	24	24
FAM49A/FAM49B	24	24	24	24
FAM78A/FAM78B	24	24	24	24
UBALD1/UBALD2	24	24	24	24
FAM102A/FAM102B	24	24	24	24
FAM117A/FAM117B	24	24	24	24
MVB12A/MVB12B	24	24	24	24
FAM126A/FAM126B	24	24	24	24
FAM160A1/FAM160A2	24	24	24	24
FAM160B1/FAM160B2	24	24	24	24
FAM161A/FAM161B	24	24	24	24
FARP1/FARP2	24	24	24	24
FBLIM1/ZYX	24	24	24	24
FBN1/FBN2	24	24	24	24
FBXO25/FBXO32	24	24	24	24
FER/FES	24	24	24	24
FGF1/FGF2	24	24	24	24
FHOD1/FHOD3	24	24	24	24
FLNB/FLNC	24	24	24	24
FMN1/FMN2	24	24	24	24
FNDC3A/FNDC3B	24	24	24	24
FOXF1/FOXF2	24	24	24	24
FOXK1/FOXK2	24	24	24	24
FOXN2/FOXN3	24	24	24	24
FSCN1/FSCN2	24	24	24	24
FUBP1/FUBP3	24	24	24	24
FUCA1/FUCA2	24	24	24	24
FUNDC1/FUNDC2	24	24	24	24
GALNT10/GALNTL6	24	24	24	24
GATAD2A/GATAD2B	24	24	24	24
GDPD1/GDPD3	24	24	24	24
GFOD1/GFOD2	24	24	24	24
GLIS1/GLIS3	24	24	24	24
GMFB/GMFG	24	24	24	24
GNA12/GNA13	24	24	24	24
GNAL/GNAS	24	24	24	24
GNB1/GNB4	24	24	24	24
GNL3/GNL3L	24	24	24	24
GNPDA1/GNPDA2	24	24	24	24
GOLGA7/GOLGA7B	24	24	24	24
GPATCH2/GPATCH2L	24	24	24	24
GPC1/GPC6	24	24	24	24
GPR137/GPR137C	24	24	24	24
GPSM1/GPSM2	24	24	24	24
GREB1/GREB1L	24	24	24	24
GRPEL1/GRPEL2	24	24	24	24
H2AFY/H2AFY2	24	24	24	24
HEATR5A/HEATR5B	24	24	24	24
HERC3/HERC4	24	24	24	24
HEXA/HEXB	24	24	24	24
HIP1/HIP1R	24	24	24	24
HNRNPF/HNRNPH3	24	24	24	24
HNRNPR/SYNCRIP	24	24	24	24
HOOK1/HOOK2	24	24	24	24
HOXA2/HOXB2	24	24	24	24
HOXA7/HOXB7	24	24	24	24
HSF1/HSF4	24	24	24	24
HSP90AA1/HSP90AB1	24	24	24	24
HSPA12A/HSPA12B	24	24	24	24
ICA1/ICA1L	24	24	24	24
IFRD1/IFRD2	24	24	24	24
IGF2BP1/IGF2BP3	24	24	24	24
IL16/PDZD2	24	24	24	24
IMPDH1/IMPDH2	24	24	24	24
INPP4A/INPP4B	24	24	24	24
ISL1/ISL2	24	24	24	24
ITCH/WWP2	24	24	24	24
ITGA4/ITGA9	24	24	24	24
JAG1/JAG2	24	24	24	24
KCND2/KCND3	24	24	24	24
KCTD2/KCTD5	24	24	24	24
KDM2A/KDM2B	24	24	24	24
KHDRBS1/KHDRBS3	24	24	24	24
KIAA1217/SRCIN1	24	24	24	24
KIF1B/KIF1C	24	24	24	24
KIF5B/KIF5C	24	24	24	24
KIF16B/STARD9	24	24	24	24
KIFC2/KIFC3	24	24	24	24
KLF10/KLF11	24	24	24	24
KLF13/KLF9	24	24	24	24
KLHL2/KLHL3	24	24	24	24
KLHL11/KLHL23	24	24	24	24
KLHL26/KLHL9	24	24	24	24
KSR1/KSR2	24	24	24	24
LARP1/LARP1B	24	24	24	24
LBX1/LBX2	24	24	24	24
LCOR/LCORL	24	24	24	24
LDB1/LDB2	24	24	24	24
LDHA/LDHC	24	24	24	24
LETM1/LETM2	24	24	24	24
LHX2/LHX9	24	24	24	24
LHX6/LHX8	24	24	24	24
LIMCH1/LMO7	24	24	24	24
LIMK1/LIMK2	24	24	24	24
LIN28A/LIN28B	24	24	24	24
LLGL1/LLGL2	24	24	24	24
LMBR1/LMBR1L	24	24	24	24
LMCD1/TES	24	24	24	24
LPP/TRIP6	24	24	24	24
PLPPR3/PLPPR4	24	24	24	24
LRBA/NBEA	24	24	24	24
LRP1/LRP1B	24	24	24	24
LRRC1/SCRIB	24	24	24	24
LSM14A/LSM14B	24	24	24	24
LYPLA1/LYPLA2	24	24	24	24
LYSMD3/LYSMD4	24	24	24	24
MAB21L1/MAB21L2	24	24	24	24
MACROD1/MACROD2	24	24	24	24
MAGT1/TUSC3	24	24	24	24
MAN1A1/MAN1C1	24	24	24	24
MAN2A1/MAN2A2	24	24	24	24
MAP2K1/MAP2K2	24	24	24	24
MAP2K3/MAP2K6	24	24	24	24
MAP3K2/MAP3K3	24	24	24	24
MAPKBP1/WDR62	24	24	24	24
MARCH2/MARCH3	24	24	24	24
MAT1A/MAT2A	24	24	24	24
MBNL1/MBNL2	24	24	24	24
MBNL1/MBNL3	24	24	24	24
MBNL2/MBNL3	24	24	24	24
MCTP1/MCTP2	24	24	24	24
MECOM/PRDM16	24	24	24	24
MED13/MED13L	24	24	24	24
MEIS1/MEIS2	24	24	24	24
MET/MST1R	24	24	24	24
MGRN1/RNF157	24	24	24	24
MICALL1/MICALL2	24	24	24	24
MIER1/MIER3	24	24	24	24
MKNK1/MKNK2	24	24	24	24
KMT2A/KMT2B	24	24	24	24
MLLT1/MLLT3	24	24	24	24
MLLT10/MLLT6	24	24	24	24
MLXIP/MLXIPL	24	24	24	24
MME/MMEL1	24	24	24	24
MOB1A/MOB1B	24	24	24	24
MPRIP/TRIOBP	24	24	24	24
MSI1/MSI2	24	24	24	24
MSX1/MSX2	24	24	24	24
MTMR3/MTMR4	24	24	24	24
MTMR10/MTMR12	24	24	24	24
MTSS1/MTSS1L	24	24	24	24
MTX1/MTX3	24	24	24	24
MYB/MYBL1	24	24	24	24
MYC/MYCN	24	24	24	24
NAA15/NAA16	24	24	24	24
NAB1/NAB2	24	24	24	24
NAV1/NAV3	24	24	24	24
NBEAL1/NBEAL2	24	24	24	24
NCOA1/NCOA3	24	24	24	24
NCOR1/NCOR2	24	24	24	24
NDE1/NDEL1	24	24	24	24
NDFIP1/NDFIP2	24	24	24	24
NEDD4/NEDD4L	24	24	24	24
NEK6/NEK7	24	24	24	24
NFKBID/NFKBIZ	24	24	24	24
NID1/NID2	24	24	24	24
NIPAL1/NIPAL4	24	24	24	24
NKTR/PPIG	24	24	24	24
NLGN1/NLGN4X	24	24	24	24
NLN/THOP1	24	24	24	24
NOTCH1/NOTCH2	24	24	24	24
NOVA1/NOVA2	24	24	24	24
NPR1/NPR2	24	24	24	24
NR2C1/NR2C2	24	24	24	24
NRBP1/NRBP2	24	24	24	24
NT5C2/NT5DC4	24	24	24	24
NUCB1/NUCB2	24	24	24	24
NUMB/NUMBL	24	24	24	24
OGDH/OGDHL	24	24	24	24
ORMDL1/ORMDL3	24	24	24	24
OSBP/OSBP2	24	24	24	24
OSBPL5/OSBPL8	24	24	24	24
OSR1/OSR2	24	24	24	24
OTUB1/OTUB2	24	24	24	24
OTX1/OTX2	24	24	24	24
P4HA1/P4HA2	24	24	24	24
PACS1/PACS2	24	24	24	24
PAFAH1B2/PAFAH1B3	24	24	24	24
PAK2/PAK3	24	24	24	24
PAK4/PAK6	24	24	24	24
PAPD5/PAPD7	24	24	24	24
PAPSS1/PAPSS2	24	24	24	24
PARP6/PARP8	24	24	24	24
PARVA/PARVB	24	24	24	24
PDE8A/PDE8B	24	24	24	24
PDP1/PDP2	24	24	24	24
PDS5A/PDS5B	24	24	24	24
PEX5/PEX5L	24	24	24	24
PGM2/PGM2L1	24	24	24	24
PGRMC1/PGRMC2	24	24	24	24
PHACTR2/PHACTR4	24	24	24	24
PHF20/PHF20L1	24	24	24	24
PHKA1/PHKA2	24	24	24	24
PHLDB1/PHLDB3	24	24	24	24
PI4K2A/PI4K2B	24	24	24	24
PIEZO1/PIEZO2	24	24	24	24
PIK3CB/PIK3CD	24	24	24	24
PIP4K2A/PIP4K2B	24	24	24	24
PITPNA/PITPNB	24	24	24	24
PKN2/PKN3	24	24	24	24
PLCB1/PLCB3	24	24	24	24
PLCD3/PLCD4	24	24	24	24
PLCG1/PLCG2	24	24	24	24
PLCL1/PLCL2	24	24	24	24
PLEKHB1/PLEKHB2	24	24	24	24
PLEKHH1/PLEKHH2	24	24	24	24
PLK2/PLK3	24	24	24	24
PLOD1/PLOD2	24	24	24	24
PMM1/PMM2	24	24	24	24
POC1A/POC1B	24	24	24	24
POGZ/ZNF280D	24	24	24	24
PPA1/PPA2	24	24	24	24
PPARGC1A/PPRC1	24	24	24	24
PPFIA1/PPFIA3	24	24	24	24
PPIB/PPIC	24	24	24	24
PPM1E/PPM1F	24	24	24	24
PPP1CA/PPP1CC	24	24	24	24
PPP1R3B/PPP1R3C	24	24	24	24
PPP1R16A/PPP1R16B	24	24	24	24
PPP2CA/PPP2CB	24	24	24	24
PPP2R5C/PPP2R5D	24	24	24	24
PPP3CA/PPP3CB	24	24	24	24
PPP6R2/PPP6R3	24	24	24	24
PREX1/PREX2	24	24	24	24
PRKAR1A/PRKAR1B	24	24	24	24
PRKAR2A/PRKAR2B	24	24	24	24
PRKCA/PRKCB	24	24	24	24
PRKCD/PRKCQ	24	24	24	24
PRKCE/PRKCH	24	24	24	24
PRKCI/PRKCZ	24	24	24	24
PRPF40A/PRPF40B	24	24	24	24
PRPSAP1/PRPSAP2	24	24	24	24
PSEN1/PSEN2	24	24	24	24
PSMA7/PSMA8	24	24	24	24
PTBP1/PTBP2	24	24	24	24
PTBP1/PTBP3	24	24	24	24
PTBP2/PTBP3	24	24	24	24
PTCH1/PTCH2	24	24	24	24
PTGS1/PTGS2	24	24	24	24
PTK2/PTK2B	24	24	24	24
PTPN1/PTPN2	24	24	24	24
PTPRG/PTPRZ1	24	24	24	24
PUM1/PUM2	24	24	24	24
PWWP2A/PWWP2B	24	24	24	24
PXN/TGFB1I1	24	24	24	24
QPCT/QPCTL	24	24	24	24
QSOX1/QSOX2	24	24	24	24
R3HCC1/R3HCC1L	24	24	24	24
RAB1A/RAB1B	24	24	24	24
RAB4A/RAB4B	24	24	24	24
RAB9A/RAB9B	24	24	24	24
RAB22A/RAB31	24	24	24	24
RAB26/RAB37	24	24	24	24
RAB33A/RAB33B	24	24	24	24
RAB34/RAB36	24	24	24	24
RAB39A/RAB39B	24	24	24	24
RABEP1/RABEP2	24	24	24	24
RABGAP1/RABGAP1L	24	24	24	24
RAC1/RAC2	24	24	24	24
RAD9A/RAD9B	24	24	24	24
RAD23A/RAD23B	24	24	24	24
RALGAPA1/RALGAPA2	24	24	24	24
RALGPS1/RALGPS2	24	24	24	24
RANBP10/RANBP9	24	24	24	24
RARA/RARG	24	24	24	24
RASA2/RASA3	24	24	24	24
RASSF7/RASSF8	24	24	24	24
RBBP4/RBBP7	24	24	24	24
RBL1/RBL2	24	24	24	24
RBM12/RBM12B	24	24	24	24
RBM15/RBM15B	24	24	24	24
RBM23/RBM39	24	24	24	24
RBM26/RBM27	24	24	24	24
RBMS1/RBMS3	24	24	24	24
RC3H1/RC3H2	24	24	24	24
RFX5/RFX7	24	24	24	24
RGMA/RGMB	24	24	24	24
RHBDF1/RHBDF2	24	24	24	24
RHOBTB1/RHOBTB2	24	24	24	24
RHOT1/RHOT2	24	24	24	24
RHOU/RHOV	24	24	24	24
RHPN1/RHPN2	24	24	24	24
RIC8A/RIC8B	24	24	24	24
RNF13/RNF167	24	24	24	24
RNF43/ZNRF3	24	24	24	24
RNF115/RNF126	24	24	24	24
RNFT1/RNFT2	24	24	24	24
ROCK1/ROCK2	24	24	24	24
ROR1/ROR2	24	24	24	24
ZNF608/ZNF609	24	24	24	24
RPS6KA4/RPS6KA5	24	24	24	24
RPS6KC1/SNX15	24	24	24	24
RYBP/YAF2	24	24	24	24
SAMD1/SAMD13	24	24	24	24
SAMD4A/SAMD4B	24	24	24	24
SAP30/SAP30L	24	24	24	24
SAR1A/SAR1B	24	24	24	24
SCAF4/SCAF8	24	24	24	24
SEC11A/SEC11C	24	24	24	24
SEC23A/SEC23B	24	24	24	24
SEC24A/SEC24B	24	24	24	24
SEC24C/SEC24D	24	24	24	24
SEC31A/SEC31B	24	24	24	24
SEC61A1/SEC61A2	24	24	24	24
SENP3/SENP5	24	24	24	24
SERINC2/SERINC3	24	24	24	24
SERP1/SERP2	24	24	24	24
SESN1/SESN2	24	24	24	24
SETD1A/SETD1B	24	24	24	24
SFXN1/SFXN3	24	24	24	24
SFXN4/SFXN5	24	24	24	24
SGMS1/SGMS2	24	24	24	24
SGSM1/SGSM2	24	24	24	24
SGTA/SGTB	24	24	24	24
SIN3A/SIN3B	24	24	24	24
SIX4/SIX5	24	24	24	24
SLC9A3/SLC9A5	24	24	24	24
SLC9A3R1/SLC9A3R2	24	24	24	24
SLC12A4/SLC12A5	24	24	24	24
SLC24A1/SLC24A2	24	24	24	24
SLC25A12/SLC25A13	24	24	24	24
SLC25A14/SLC25A30	24	24	24	24
SLC25A28/SLC25A37	24	24	24	24
SLC25A33/SLC25A36	24	24	24	24
SLC29A1/SLC29A2	24	24	24	24
SLC35D1/SLC35D2	24	24	24	24
SLC41A2/SLC41A3	24	24	24	24
SLC44A1/SLC44A3	24	24	24	24
SLC52A2/SLC52A3	24	24	24	24
SLK/STK10	24	24	24	24
SMAD6/SMAD7	24	24	24	24
SMARCD1/SMARCD2	24	24	24	24
MIEF1/MIEF2	24	24	24	24
SMTN/SMTNL2	24	24	24	24
SMURF1/SMURF2	24	24	24	24
SNAP23/SNAP25	24	24	24	24
SNX12/SNX3	24	24	24	24
SOCS4/SOCS5	24	24	24	24
SORBS1/SORBS2	24	24	24	24
SOS1/SOS2	24	24	24	24
SOX5/SOX6	24	24	24	24
SOX11/SOX12	24	24	24	24
SP1/SP3	24	24	24	24
SPARC/SPARCL1	24	24	24	24
SPATA6/SPATA6L	24	24	24	24
SPECC1/SPECC1L	24	24	24	24
SPIRE1/SPIRE2	24	24	24	24
SPOP/SPOPL	24	24	24	24
SPTLC2/SPTLC3	24	24	24	24
SREK1/SRSF11	24	24	24	24
SS18/SS18L1	24	24	24	24
ST8SIA2/ST8SIA4	24	24	24	24
STAM/STAM2	24	24	24	24
STAU1/STAU2	24	24	24	24
STK3/STK4	24	24	24	24
STK38/STK38L	24	24	24	24
STOX1/STOX2	24	24	24	24
STRADA/STRADB	24	24	24	24
STRIP1/STRIP2	24	24	24	24
STX1A/STX1B	24	24	24	24
STX10/STX6	24	24	24	24
STX12/STX7	24	24	24	24
SULF1/SULF2	24	24	24	24
SUN1/SUN2	24	24	24	24
SYCP2/SYCP2L	24	24	24	24
SYDE1/SYDE2	24	24	24	24
TAF4/TAF4B	24	24	24	24
TANC1/TANC2	24	24	24	24
TARS/TARSL2	24	24	24	24
TBC1D1/TBC1D4	24	24	24	24
TBC1D9/TBC1D9B	24	24	24	24
TBC1D10A/TBC1D10B	24	24	24	24
TBC1D15/TBC1D17	24	24	24	24
TBX2/TBX3	24	24	24	24
TCP11L1/TCP11L2	24	24	24	24
TET1/TET2	24	24	24	24
THRA/THRB	24	24	24	24
TIA1/TIAL1	24	24	24	24
TIAM1/TIAM2	24	24	24	24
TIMP3/TIMP4	24	24	24	24
TJP2/TJP3	24	24	24	24
TLN1/TLN2	24	24	24	24
TSPAN6/TSPAN7	24	24	24	24
TMC5/TMC6	24	24	24	24
TMC7/TMC8	24	24	24	24
TMEM50A/TMEM50B	24	24	24	24
TMEM59/TMEM59L	24	24	24	24
TMEM184A/TMEM184B	24	24	24	24
TMUB1/TMUB2	24	24	24	24
TMX1/TMX4	24	24	24	24
TNK1/TNK2	24	24	24	24
TNKS/TNKS2	24	24	24	24
TNPO1/TNPO2	24	24	24	24
TOB1/TOB2	24	24	24	24
TOMM40/TOMM40L	24	24	24	24
TOP1/TOP1MT	24	24	24	24
TOP2A/TOP2B	24	24	24	24
TOX/TOX2	24	24	24	24
TPM1/TPM2	24	24	24	24
TPST1/TPST2	24	24	24	24
TRAF3/TRAF5	24	24	24	24
TRAK1/TRAK2	24	24	24	24
TRIM35/TRIM72	24	24	24	24
TSPAN13/TSPAN31	24	24	24	24
TTC7A/TTC7B	24	24	24	24
TTC39A/TTC39B	24	24	24	24
TTYH2/TTYH3	24	24	24	24
TWF1/TWF2	24	24	24	24
TXNRD1/TXNRD3	24	24	24	24
UAP1/UAP1L1	24	24	24	24
UBA1/UBA7	24	24	24	24
UBE2Q1/UBE2Q2	24	24	24	24
UBQLN1/UBQLN4	24	24	24	24
UBR1/UBR2	24	24	24	24
UBTD1/UBTD2	24	24	24	24
UCHL1/UCHL3	24	24	24	24
UCK1/UCK2	24	24	24	24
ULK1/ULK2	24	24	24	24
UNC5B/UNC5C	24	24	24	24
UNC119/UNC119B	24	24	24	24
UNK/UNKL	24	24	24	24
USP2/USP21	24	24	24	24
USP12/USP46	24	24	24	24
USP16/USP45	24	24	24	24
USP31/USP43	24	24	24	24
USP35/USP38	24	24	24	24
VAPA/VAPB	24	24	24	24
VASH1/VASH2	24	24	24	24
VPS13A/VPS13C	24	24	24	24
VPS37B/VPS37C	24	24	24	24
WASF1/WASF2	24	24	24	24
WIPI1/WIPI2	24	24	24	24
WSB1/WSB2	24	24	24	24
WWC1/WWC2	24	24	24	24
XYLT1/XYLT2	24	24	24	24
YIF1A/YIF1B	24	24	24	24
YIPF1/YIPF2	24	24	24	24
ZCCHC11/ZCCHC6	24	24	24	24
ZDHHC14/ZDHHC18	24	24	24	24
ZFYVE16/ZFYVE9	24	24	24	24
ZMIZ1/ZMIZ2	24	24	24	24
ZNF503/ZNF703	24	24	24	24
